,Team_ID,Game_ID,GAME_DATE,MATCHUP,WL,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,TEAM,OPP,Team_ID_OPP,win?,FGM_OPP,FGA_OPP,FG_PCT_OPP,FG3M_OPP,FG3A_OPP,FG3_PCT_OPP,FTM_OPP,FTA_OPP,FT_PCT_OPP,OREB_OPP,DREB_OPP,REB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP,PTS_OPP,OREB%,DREB%_OPP,DREB%,OREB%_OPP,FGM_diff,FGA_diff,FG_PCT_diff,FG3M_diff,FG3A_diff,FG3_PCT_diff,FTM_diff,FTA_diff,FT_PCT_diff,OREB_diff,DREB_diff,OREB%_diff,DREB%_diff,REB_diff,AST_diff,STL_diff,BLK_diff,TOV_diff,PF_diff,PTS_diff
36,1610612737,22000544,2021-03-03,ATL @ ORL,W,16,20,0.444,240,38,85,0.447,21,45,0.467,18,19,0.947,6,36,42,26,7,5,12,25,115,ATL,ORL,1610612753,1,36,84,0.429,13,35,0.371,27,27,1.0,10,36,46,24,6,5,10,15,112,0.14,0.86,0.78,0.21999999999999997,2,1,0.018000000000000016,8,10,0.09600000000000003,-9,-8,-0.05300000000000005,-4,0,-0.07999999999999996,-0.07999999999999996,-4,2,1,0,2,10,3
37,1610612737,22000538,2021-03-02,ATL @ MIA,W,15,20,0.429,240,34,71,0.479,13,36,0.361,13,15,0.867,11,36,47,26,5,2,23,18,94,ATL,MIA,1610612748,1,28,75,0.373,9,33,0.273,15,22,0.682,5,21,26,15,16,4,7,13,80,0.34,0.6599999999999999,0.88,0.12,6,-4,0.10599999999999998,4,3,0.08799999999999997,-2,-7,0.18499999999999994,6,15,0.22000000000000003,0.22000000000000008,21,11,-11,-2,16,5,14
38,1610612737,22000522,2021-02-28,ATL @ MIA,L,14,20,0.412,240,36,87,0.414,8,35,0.229,19,22,0.864,16,33,49,22,12,6,16,20,99,ATL,MIA,1610612748,0,39,86,0.453,11,37,0.297,20,22,0.909,12,33,45,27,8,6,14,20,109,0.33,0.6699999999999999,0.73,0.27,-3,1,-0.039000000000000035,-3,-2,-0.06799999999999998,-1,0,-0.04500000000000004,4,0,0.06,0.06000000000000005,4,-5,4,0,2,0,-10
39,1610612737,22000510,2021-02-26,ATL @ OKC,L,14,19,0.424,240,43,97,0.443,12,40,0.3,11,17,0.647,19,35,54,21,6,5,10,13,109,ATL,OKC,1610612760,0,46,88,0.523,16,42,0.381,10,16,0.625,5,34,39,31,6,2,10,17,118,0.36,0.64,0.88,0.12,-3,9,-0.08000000000000002,-4,-2,-0.08100000000000002,1,1,0.02200000000000002,14,1,0.24,0.24,15,-10,0,3,0,-4,-9
40,1610612737,22000490,2021-02-24,ATL vs. BOS,W,14,18,0.438,240,45,85,0.529,23,42,0.548,14,17,0.824,12,33,45,27,4,5,17,23,127,ATL,BOS,1610612738,1,42,95,0.442,8,31,0.258,20,23,0.87,12,24,36,20,10,6,6,16,112,0.33,0.6699999999999999,0.73,0.27,3,-10,0.08700000000000002,15,11,0.29000000000000004,-6,-6,-0.04600000000000004,0,9,0.06,0.06000000000000005,9,7,-6,-1,11,7,15
41,1610612737,22000480,2021-02-23,ATL @ CLE,L,13,18,0.419,240,40,89,0.449,14,31,0.452,17,23,0.739,13,28,41,22,10,4,11,19,111,ATL,CLE,1610612739,0,41,78,0.526,15,28,0.536,15,19,0.789,7,29,36,28,7,10,15,19,112,0.31,0.69,0.8,0.19999999999999996,-1,11,-0.07700000000000001,-1,3,-0.08400000000000002,2,4,-0.050000000000000044,6,-1,0.11000000000000004,0.1100000000000001,5,-6,3,-6,-4,0,-1
42,1610612737,22000470,2021-02-21,ATL vs. DEN,W,13,17,0.433,240,42,81,0.519,12,34,0.353,27,33,0.818,10,34,44,29,6,4,11,20,123,ATL,DEN,1610612743,1,43,84,0.512,16,36,0.444,13,16,0.813,3,30,33,25,8,3,13,24,115,0.25,0.75,0.92,0.07999999999999996,-1,-3,0.007000000000000006,-4,-2,-0.09100000000000003,14,17,0.0050000000000000044,7,4,0.17000000000000004,0.17000000000000004,11,4,-2,1,-2,-4,8
43,1610612737,22000451,2021-02-19,ATL @ BOS,L,12,17,0.414,240,38,90,0.422,10,30,0.333,23,25,0.92,13,28,41,21,14,6,13,14,109,ATL,BOS,1610612738,0,50,90,0.556,14,35,0.4,7,10,0.7,9,35,44,26,8,12,18,21,121,0.27,0.73,0.76,0.24,-12,0,-0.13400000000000006,-4,-5,-0.067,16,15,0.22000000000000008,4,-7,0.030000000000000027,0.030000000000000027,-3,-5,6,-6,-5,-7,-12
44,1610612737,22000438,2021-02-17,ATL @ BOS,W,12,16,0.429,240,44,77,0.571,8,24,0.333,26,31,0.839,8,29,37,19,8,2,14,18,122,ATL,BOS,1610612738,1,40,86,0.465,10,31,0.323,24,27,0.889,11,26,37,22,9,3,16,27,114,0.24,0.76,0.72,0.28,4,-9,0.10599999999999993,-2,-7,0.010000000000000009,2,4,-0.050000000000000044,-3,3,-0.040000000000000036,-0.040000000000000036,0,-3,-1,-1,-2,-9,8
45,1610612737,22000422,2021-02-15,ATL @ NYK,L,11,16,0.407,240,36,85,0.424,11,33,0.333,29,32,0.906,11,31,42,17,5,6,11,19,112,ATL,NYK,1610612752,0,42,83,0.506,17,34,0.5,22,27,0.815,10,32,42,22,5,6,8,22,123,0.26,0.74,0.76,0.24,-6,2,-0.08200000000000002,-6,-1,-0.16699999999999998,7,5,0.09100000000000008,1,-1,0.020000000000000018,0.020000000000000018,0,-5,0,0,3,-3,-11
46,1610612737,22000407,2021-02-13,ATL vs. IND,L,11,15,0.423,240,43,90,0.478,9,31,0.29,18,23,0.783,7,31,38,35,5,4,11,24,113,ATL,IND,1610612754,0,45,89,0.506,12,31,0.387,23,27,0.852,7,36,43,34,8,6,9,21,125,0.16,0.84,0.82,0.18000000000000005,-2,1,-0.028000000000000025,-3,0,-0.09700000000000003,-5,-4,-0.06899999999999995,0,-5,-0.020000000000000046,-0.020000000000000018,-5,1,-3,-2,2,3,-12
47,1610612737,22000397,2021-02-12,ATL vs. SAS,L,11,14,0.44,240,39,90,0.433,11,32,0.344,25,33,0.758,10,31,41,22,10,4,12,17,114,ATL,SAS,1610612759,0,45,85,0.529,12,31,0.387,23,28,0.821,8,38,46,27,6,6,13,25,125,0.21,0.79,0.79,0.20999999999999996,-6,5,-0.09600000000000003,-1,1,-0.04300000000000004,2,5,-0.06299999999999994,2,-7,2.7755575615628914e-17,0.0,-5,-5,4,-2,-1,-8,-11
48,1610612737,22000384,2021-02-10,ATL @ DAL,L,11,13,0.458,240,40,88,0.455,14,39,0.359,23,28,0.821,9,33,42,27,7,4,9,20,117,ATL,DAL,1610612742,0,43,84,0.512,14,35,0.4,18,20,0.9,4,33,37,25,3,3,9,24,118,0.21,0.79,0.89,0.10999999999999999,-3,4,-0.056999999999999995,0,4,-0.041000000000000036,5,8,-0.07900000000000007,5,0,0.1,0.09999999999999998,5,2,4,1,0,-4,-1
49,1610612737,22000356,2021-02-06,ATL vs. TOR,W,11,12,0.478,240,42,74,0.568,19,36,0.528,29,33,0.879,4,39,43,31,1,10,18,25,132,ATL,TOR,1610612761,1,41,97,0.423,13,38,0.342,26,34,0.765,14,24,38,24,9,5,6,27,121,0.14,0.86,0.74,0.26,1,-23,0.14499999999999996,6,-2,0.186,3,-1,0.11399999999999999,-10,15,-0.12,-0.12,5,7,-8,5,12,-2,11
